"codigo","componente","segunda_linha"
"P04A9","Sensor/Interruptor de Posição da Eletroválvula 2 de Controle da Pressão dos Gases de Escape.","Curto-circuito ao positivo."
"P04AA","Sensor/Interruptor de Posição da Eletroválvula 2 de Controle da Pressão dos Gases de Escape.","Circuito intermitente."
"P04AB","Eletroválvula 2 de Controle de Purga do Cânister.","Circuito aberto."
"P04AC","Eletroválvula 2 de Controle de Purga do Cânister.","Curto-circuito ao negativo."
"P04AD","Eletroválvula 2 de Controle de Purga do Cânister.","Curto-circuito ao positivo."
"P04AE","Eletroválvula 2 de Controle de Purga do Cânister.","Eletroválvula presa na posição aberta / Problema de desempenho."
"P04AF","Eletroválvula 2 de Controle de Purga do Cânister.","Eletroválvula presa na posição fechada."
"P04B0","Eletroválvula de Escape de Vapores do Tanque Durante Abastecimento.","Circuito aberto."
"P04B1","Eletroválvula de Escape de Vapores do Tanque Durante Abastecimento.","Curto-circuito ao negativo."
"P04B2","Eletroválvula de Escape de Vapores do Tanque Durante Abastecimento.","Curto-circuito ao positivo."
"P04B3","Eletroválvula de Escape de Vapores do Tanque Durante Abastecimento.","Eletroválvula presa na posição aberta / Problema de desempenho."
"P04B4","Eletroválvula de Escape de Vapores do Tanque Durante Abastecimento.","Eletroválvula presa na posição fechada."
"P04B5","Tampa do Tanque de Combustível.","Tampa presa na posição aberta."
"P04B6","Tampa do Tanque de Combustível.","Tampa presa na posição fechada."
"P04B7","Sensor/Interruptor de Posição da Tampa do Tanque de Combustível.","Circuito intermitente."
"P04B8","Sensor/Interruptor de Posição da Tampa do Tanque de Combustível.","Falha elétrica no circuito ou componente."
"P04B9","Sensor/Interruptor de Posição da Tampa do Tanque de Combustível.","Curto-circuito ao negativo."
"P04BA","Sensor/Interruptor de Posição da Tampa do Tanque de Combustível.","Curto-circuito ao positivo."
"P04BB","Controle de Travamento da Tampa do Tanque de Combustível.","Circuito aberto."
"P04BC","Controle de Travamento da Tampa do Tanque de Combustível.","Problema de desempenho / Fora da faixa."
"P04BD","Controle de Travamento da Tampa do Tanque de Combustível.","Curto-circuito ao negativo."
"P04BE","Controle de Travamento da Tampa do Tanque de Combustível.","Curto-circuito ao positivo."
"P04BF","Controle de Destravamento da Tampa do Tanque de Combustível.","Circuito aberto."
"P04C0","Controle de Destravamento da Tampa do Tanque de Combustível.","Problema de desempenho / Fora da faixa."
"P04C1","Controle de Destravamento da Tampa do Tanque de Combustível.","Curto-circuito ao negativo."
"P04C2","Controle de Destravamento da Tampa do Tanque de Combustível.","Curto-circuito ao positivo."
"P04C3","Sensor/Interruptor de Posição da Trava da Tampa do Tanque de Combustível.","Falha elétrica no circuito ou componente."
"P04C4","Sensor/Interruptor de Posição da Trava da Tampa do Tanque de Combustível.","Problema de desempenho / Fora da faixa."
"P04C5","Sensor/Interruptor de Posição da Trava da Tampa do Tanque de Combustível.","Curto-circuito ao negativo."
"P04C6","Sensor/Interruptor de Posição da Trava da Tampa do Tanque de Combustível.","Curto-circuito ao positivo."
"P04C7","Sensor/Interruptor de Posição da Trava da Tampa do Tanque de Combustível.","Circuito intermitente."
"P04C8","Interruptor de Abertura da Tampa do Tanque de Combustível.","Falha elétrica no circuito ou componente."
"P04C9","Interruptor de Abertura da Tampa do Tanque de Combustível.","Preso na posição desligado / Problema de desempenho."
"P04CA","Interruptor de Abertura da Tampa do Tanque de Combustível.","Curto-circuito ao negativo."
"P04CB","Interruptor de Abertura da Tampa do Tanque de Combustível.","Curto-circuito ao positivo."
"P04CC","Interruptor de Abertura da Tampa do Tanque de Combustível.","Circuito intermitente."
"P04CD","Interruptor de Abertura da Tampa do Tanque de Combustível.","Preso na posição ligado."
"P04CE","Sensor 3 de Temperatura da EGR.","Falha elétrica no circuito ou componente."
"P04CF","Sensor 3 de Temperatura da EGR.","Problema de desempenho / Fora da faixa."
"P04D0","Sensor 3 de Temperatura da EGR.","Curto-circuito ao negativo."
"P04D1","Sensor 3 de Temperatura da EGR.","Curto-circuito ao positivo."
"P04D2","Sensor 3 de Temperatura da EGR.","Circuito intermitente."
"P04D3","Circuito de Entrada - Freio Motor de Escape.","Falha elétrica no circuito ou componente."
"P04D4","Circuito de Entrada - Freio Motor de Escape.","Problema de desempenho / Fora da faixa."
"P04D5","Circuito de Entrada - Freio Motor de Escape.","Curto-circuito ao negativo."
"P04D6","Circuito de Entrada - Freio Motor de Escape.","Curto-circuito ao positivo."
"P04D7","Circuito de Entrada - Freio Motor de Escape.","Circuito intermitente."
"P04D8","Controle da EGR.","Tempo excessivo para o sistema entrar em malha fechada."
"P04D9","Controle da EGR.","Fluxo muito baixo ao entrar em malha fechada."
"P04DA","Controle da EGR.","Fluxo muito alto ao entrar em malha fechada."
"P04DB","Sistema de Ventilação do Cárter (PCV).","Sistema desconectado."
"P04DC","Sensor/Interruptor de Posição da Tampa do Tanque de Combustível.","Problema de desempenho / Fora da faixa."
"P04DD","Controle da EGR.","Fluxo Insuficiente durante a partida a frio."
"P04DE","Controle da EGR.","Fluxo excessivo durante a partida a frio."
"P04DF","Eletroválvula 1 de Purga do Cânister.","Válvula presa na posição aberto / Problema de desempenho."
"P04E0","Eletroválvula 1 de Purga do Cânister.","Válvula presa na posição fechado."
"P04E1","Sensor de Desconexão da Mangueira de Ventilação do Cárter (PCV).","Falha elétrica no circuito ou componente."
"P04E2","Sensor de Desconexão da Mangueira de Ventilação do Cárter (PCV).","Curto-circuito ao negativo."
"P04E3","Sensor de Desconexão da Mangueira de Ventilação do Cárter (PCV).","Curto-circuito ao positivo."
"P04E4","Sensor de Desconexão da Mangueira de Ventilação do Cárter (PCV).","Circuito intermitente."
"P04E5","Sensor 4 de Temperatura da EGR.","Falha elétrica no circuito ou componente."
"P04E6","Sensor 4 de Temperatura da EGR.","Problema de desempenho / Fora da faixa."
"P04E7","Sensor 4 de Temperatura da EGR.","Curto-circuito ao negativo."
"P04E8","Sensor 4 de Temperatura da EGR.","Curto-circuito ao positivo."
"P04E9","Sensor 4 de Temperatura da EGR.","Circuito intermitente."
"P04EA","Linha do Cânister.","Detectado pequeno vazamento na linha vinda do tanque de combustível."
"P04EB","Linha do Cânister.","Detectado pequeno vazamento na linha de entrada de ar externo."
"P04EC","Linha do Cânister.","Detectado grande vazamento na linha vinda do tanque de combustível."
"P04ED","Linha do Cânister.","Detectado grande vazamento na linha de entrada de ar externo."
"P04EE","Linha do Cânister.","Detectado pequeno vazamento na linha vinda do tanque de combustível."
"P04EF","Linha do Cânister.","Detectado pequeno vazamento na linha de entrada de ar externo."
"P04F0","Linha de Purga do Cânister 1.","Problema de desempenho ou operação incorreta."
"P04F1","Linha de Purga do Cânister.","Problema de desempenho."
"P04F2","Aquecedor do Catalisador - Banco 1 [Circuito de Alimentação].","Falha elétrica no circuito ou componente."
"P04F3","Aquecedor do Catalisador - Banco 2 [Circuito de Alimentação].","Falha elétrica no circuito ou componente."
"P04F4","Aquecedor do Catalisador - Banco 1.","Curto-circuito ao negativo."
"P04F5","Aquecedor do Catalisador - Banco 2.","Curto-circuito ao negativo."
"P04F6","Aquecedor do Catalisador - Banco 1.","Curto-circuito ao positivo."
"P04F7","Aquecedor do Catalisador - Banco 2.","Curto-circuito ao positivo."
"P04F8","Aquecedor do Catalisador - Banco 1.","Circuito intermitente."
"P04F9","Aquecedor do Catalisador - Banco 2.","Circuito intermitente."
"P04FA","Eletroválvula EGR 1.","Temperatura muito alta do sistema ou componente."
"P04FB","Sensor de Desconexão da Mangueira de Ventilação do Cárter (PCV).","Problema de desempenho / Fora da faixa."
"P04FC","Sistema de Ventilação do Cárter (PCV).","Problema de desempenho."
"P04FD","Eletroválvula EGR 1.","Problema de desempenho no componente ou no sistema."
"P04FE","Aquecedor do Catalisador - Banco 1.","Problema de desempenho / Fora da faixa."
"P04FF","Aquecedor do Catalisador - Banco 2.","Problema de desempenho / Fora da faixa."
"P0500","Sensor 1 de Velocidade do Veículo (VSS).","Falha elétrica no circuito ou componente."
"P0501","Sensor 1 de Velocidade do Veículo (VSS).","Problema de desempenho / Fora da faixa."
"P0502","Sensor 1 de Velocidade do Veículo (VSS).","Curto-circuito ao negativo."
"P0503","Sensor 1 de Velocidade do Veículo (VSS).","Circuito intermitente."
"P0504","Interruptores 1 / 2 de Posição do Pedal do Freio.","Falta de correlação entre os sinais."
"P0505","Controle da Marcha Lenta.",
"P0506","Controle da Marcha Lenta.","Rotação de marcha lenta menor que o esperado."
"P0507","Controle da Marcha Lenta.","Rotação de marcha lenta maior que o esperado."
"P0508","Atuador de Controle da Marcha Lenta.","Curto-circuito ao negativo."
"P0509","Atuador de Controle da Marcha Lenta.","Curto-circuito ao positivo."
"P050A","Partida a Frio.","Problema de desempenho de controle de marcha lenta."
"P050B","Partida a Frio.","Problema de desempenho de controle de ponto de ignição."
"P050C","Partida a Frio.","Problema de desempenho na temperatura do líquido de arrefecimento (CTS)."
"P050D","Partida a Frio.","Marcha lenta irregular."
"P050E","Partida a Frio.","Temperatura dos gases do escape muito baixa."
"P050F","Servo Freio.","Vácuo no sistema muito baixo."
"P0510","Interruptor de Posição de Borboleta Fechada.","Falha elétrica no circuito ou componente."
"P0511","Controle da Marcha Lenta.","Circuito aberto."
"P0512","Sinal de Requisição do Motor de Partida.","Falha elétrica no circuito ou componente."
"P0513","Imobilizador de Partida.","Chave incorreta."
"P0514","Sensor de Temperatura da Bateria.","Problema de desempenho / Fora da faixa."
"P0515","Sensor de Temperatura da Bateria.","Falha elétrica no circuito ou componente."
"P0516","Sensor de Temperatura da Bateria.","Curto-circuito ao negativo."
"P0517","Sensor de Temperatura da Bateria.","Curto-circuito ao positivo."
"P0518","Controle da Marcha Lenta.","Circuito intermitente."
"P0519","Controle da Marcha Lenta.","Problema de desempenho ou operação incorreta."
"P051A","Sensor 1 de Pressão do Cárter.","Falha elétrica no circuito ou componente."
"P051B","Sensor 1 de Pressão do Cárter.","Problema de desempenho / Fora da faixa."
"P051C","Sensor 1 de Pressão do Cárter.","Curto-circuito ao negativo."
"P051D","Sensor 1 de Pressão do Cárter.","Curto-circuito ao positivo."
"P051E","Sensor 1 de Pressão do Cárter.","Circuito intermitente."
"P051F","Filtro do Sistema de Ventilação do Cárter (PCV).","Filtro obstruído."
"P0520","Sensor/Interruptor 1 de Pressão do Óleo do Motor.","Falha elétrica no circuito ou componente."
"P0521","Sensor/Interruptor 1 de Pressão do Óleo do Motor.","Problema de desempenho / Fora da faixa."
"P0522","Sensor/Interruptor 1 de Pressão do Óleo do Motor.","Curto-circuito ao negativo."
"P0523","Sensor/Interruptor 1 de Pressão do Óleo do Motor.","Curto-circuito ao positivo."
"P0524","Pressão do óleo do motor muito baixa.",
"P0525","Servo Atuador do Piloto Automático.","Problema de desempenho / Fora da faixa."
"P0526","Sensor de Rotação da Ventoinha do Radiador.","Falha elétrica no circuito ou componente."
"P0527","Sensor de Rotação da Ventoinha do Radiador.","Problema de desempenho / Fora da faixa."
"P0528","Sensor de Rotação da Ventoinha do Radiador.","Ausência de sinal."
"P0529","Sensor de Rotação da Ventoinha do Radiador.","Circuito intermitente."
"P052A","Eixo Comando de Válvulas de Admissão - Banco 1.","Ponto muito adiantado durante a partida a frio."
"P052B","Eixo Comando de Válvulas de Admissão - Banco 1.","Ponto muito atrasado durante a partida a frio."
"P052C","Eixo Comando de Válvulas de Admissão - Banco 2.","Ponto muito adiantado durante a partida a frio."
"P052D","Eixo Comando de Válvulas de Admissão - Banco 2.","Ponto muito atrasado durante a partida a frio."
"P052E","Eletroválvula Reguladora da Ventilação do Cárter (PCV).","Problema de desempenho."
"P052F","Módulo 1 das Velas Aquecedoras.","Tensão de alimentação fora da faixa."
"P0530","Sensor 1 de Pressão do Ar-Condicionado.","Falha elétrica no circuito ou componente."
"P0531","Sensor 1 de Pressão do Ar-Condicionado.","Problema de desempenho / Fora da faixa."
"P0532","Sensor 1 de Pressão do Ar-Condicionado.","Curto-circuito ao negativo."
"P0533","Sensor 1 de Pressão do Ar-Condicionado.","Curto-circuito ao positivo."
"P0534","Perda de carga do refrigerante do ar-condicionado.",
"P0535","Sensor de Temperatura do Evaporador do Ar-Condicionado.","Falha elétrica no circuito ou componente."
"P0536","Sensor de Temperatura do Evaporador do Ar-Condicionado.","Problema de desempenho / Fora da faixa."
"P0537","Sensor de Temperatura do Evaporador do Ar-Condicionado.","Curto-circuito ao negativo."
"P0538","Sensor de Temperatura do Evaporador do Ar-Condicionado.","Curto-circuito ao positivo."
"P0539","Sensor de Temperatura do Evaporador do Ar-Condicionado.","Circuito intermitente."
"P053A","Aquecedor 1 do Sistema de Ventilação do Cárter (PCV).","Circuito aberto."
"P053B","Aquecedor 1 do Sistema de Ventilação do Cárter (PCV).","Curto-circuito ao negativo."
"P053C","Aquecedor 1 do Sistema de Ventilação do Cárter (PCV).","Curto-circuito ao positivo."
"P053D","Aquecedor 1 do Sistema de Ventilação do Cárter (PCV).","Problema de desempenho ou operação incorreta."
"P053E","Pressão do cárter muito alta.",
"P053F","Pressão da Linha de Combustível - Banco 1.","Problema de desempenho durante a partida a frio."
"P0540","Aquecedor 1 do Ar de Admissão.","Circuito aberto."
"P0541","Aquecedor 1 do Ar de Admissão.","Curto-circuito ao negativo."
"P0542","Aquecedor 1 do Ar de Admissão.","Curto-circuito ao positivo."
"P0543","Aquecedor 1 do Ar de Admissão.","Circuito aberto."
"P0544","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 1.","Falha elétrica no circuito ou componente."
"P0545","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 1.","Curto-circuito ao negativo."
"P0546","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 1.","Curto-circuito ao positivo."
"P0547","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 2.","Falha elétrica no circuito ou componente."
"P0548","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 2.","Curto-circuito ao negativo."
"P0549","Sensor de Temperatura dos Gases de Escape (Pré-Catalisador) - Banco 2.","Curto-circuito ao positivo."
"P054A","Eixo Comando de Válvulas de Escape - Banco 1.","Ponto muito adiantado durante a partida a frio."
"P054B","Eixo Comando de Válvulas de Escape - Banco 1.","Ponto muito atrasado durante a partida a frio."
"P054C","Eixo Comando de Válvulas de Escape - Banco 2.","Ponto muito adiantado durante a partida a frio."
"P054D","Eixo Comando de Válvulas de Escape - Banco 2.","Ponto muito atrasado durante a partida a frio."
"P054E","Controle da Marcha Lenta.","Quantidade de combustível injetada menor que o esperado."
"P054F","Controle da Marcha Lenta.","Quantidade de combustível injetada maior que o esperado."
"P0550","Sensor/Interruptor de Pressão da Direção Hidráulica.","Falha elétrica no circuito ou componente."
"P0551","Sensor/Interruptor de Pressão da Direção Hidráulica.","Problema de desempenho / Fora da faixa."
"P0552","Sensor/Interruptor de Pressão da Direção Hidráulica.","Curto-circuito ao negativo."
"P0553","Sensor/Interruptor de Pressão da Direção Hidráulica.","Curto-circuito ao positivo."
"P0554","Sensor/Interruptor de Pressão da Direção Hidráulica.","Circuito intermitente."
"P0555","Sensor de Pressão do Servo Freio.","Falha elétrica no circuito ou componente."
"P0556","Sensor de Pressão do Servo Freio.","Problema de desempenho / Fora da faixa."
"P0557","Sensor de Pressão do Servo Freio.","Curto-circuito ao negativo."
"P0558","Sensor de Pressão do Servo Freio.","Curto-circuito ao positivo."
"P0559","Sensor de Pressão do Servo Freio.","Circuito intermitente."
"P055A","Sensor/Interruptor 2 de Pressão do Óleo do Motor.","Falha elétrica no circuito ou componente."
